id,pair,direction,content_class,style_class,content_id,style_id,content_file,style_file,candidate_file,accept,reason
p0_d0_37,0,0,cat,dog,5528,3889,p0_d0_37_content.png,p0_d0_37_style.png,p0_d0_37_candidate.png,no,severe artifacts
p0_d0_38,0,0,cat,dog,365,378,p0_d0_38_content.png,p0_d0_38_style.png,p0_d0_38_candidate.png,yes,
p0_d0_39,0,0,cat,dog,677,6224,p0_d0_39_content.png,p0_d0_39_style.png,p0_d0_39_candidate.png,yes,
p0_d1_00,0,1,dog,cat,2268,4908,p0_d1_00_content.png,p0_d1_00_style.png,p0_d1_00_candidate.png,yes,
p0_d1_01,0,1,dog,cat,6989,1431,p0_d1_01_content.png,p0_d1_01_style.png,p0_d1_01_candidate.png,yes,
p0_d1_02,0,1,dog,cat,1552,7744,p0_d1_02_content.png,p0_d1_02_style.png,p0_d1_02_candidate.png,yes,
p0_d1_03,0,1,dog,cat,4850,4023,p0_d1_03_content.png,p0_d1_03_style.png,p0_d1_03_candidate.png,yes,
p0_d1_04,0,1,dog,cat,5924,1563,p0_d1_04_content.png,p0_d1_04_style.png,p0_d1_04_candidate.png,yes,
p0_d1_05,0,1,dog,cat,4966,4821,p0_d1_05_content.png,p0_d1_05_style.png,p0_d1_05_candidate.png,yes,
p0_d1_06,0,1,dog,cat,3889,7793,p0_d1_06_content.png,p0_d1_06_style.png,p0_d1_06_candidate.png,no,severe artifacts
p0_d1_07,0,1,dog,cat,2265,1531,p0_d1_07_content.png,p0_d1_07_style.png,p0_d1_07_candidate.png,yes,
p0_d1_08,0,1,dog,cat,5381,1204,p0_d1_08_content.png,p0_d1_08_style.png,p0_d1_08_candidate.png,yes,
p0_d1_09,0,1,dog,cat,4106,4323,p0_d1_09_content.png,p0_d1_09_style.png,p0_d1_09_candidate.png,yes,
p0_d1_10,0,1,dog,cat,568,672,p0_d1_10_content.png,p0_d1_10_style.png,p0_d1_10_candidate.png,no,severe artifacts
p0_d1_11,0,1,dog,cat,378,4531,p0_d1_11_content.png,p0_d1_11_style.png,p0_d1_11_candidate.png,yes,
p0_d1_12,0,1,dog,cat,6716,4881,p0_d1_12_content.png,p0_d1_12_style.png,p0_d1_12_candidate.png,no,severe artifacts and content outline not recognizable
p0_d1_13,0,1,dog,cat,6922,4330,p0_d1_13_content.png,p0_d1_13_style.png,p0_d1_13_candidate.png,no,severe artifacts
p0_d1_14,0,1,dog,cat,2391,3375,p0_d1_14_content.png,p0_d1_14_style.png,p0_d1_14_candidate.png,no,severe artifacts
p0_d1_15,0,1,dog,cat,1644,2539,p0_d1_15_content.png,p0_d1_15_style.png,p0_d1_15_candidate.png,yes,
p0_d1_16,0,1,dog,cat,7413,3851,p0_d1_16_content.png,p0_d1_16_style.png,p0_d1_16_candidate.png,yes,
p0_d1_17,0,1,dog,cat,7130,4609,p0_d1_17_content.png,p0_d1_17_style.png,p0_d1_17_candidate.png,yes,
p0_d1_18,0,1,dog,cat,7776,1401,p0_d1_18_content.png,p0_d1_18_style.png,p0_d1_18_candidate.png,yes,
p0_d1_19,0,1,dog,cat,1877,2536,p0_d1_19_content.png,p0_d1_19_style.png,p0_d1_19_candidate.png,yes,
p0_d1_20,0,1,dog,cat,1626,3562,p0_d1_20_content.png,p0_d1_20_style.png,p0_d1_20_candidate.png,yes,
p0_d1_21,0,1,dog,cat,2427,7797,p0_d1_21_content.png,p0_d1_21_style.png,p0_d1_21_candidate.png,yes,
p0_d1_22,0,1,dog,cat,97,3914,p0_d1_22_content.png,p0_d1_22_style.png,p0_d1_22_candidate.png,yes,
p0_d1_23,0,1,dog,cat,5101,2291,p0_d1_23_content.png,p0_d1_23_style.png,p0_d1_23_candidate.png,yes,
p0_d1_24,0,1,dog,cat,5496,4590,p0_d1_24_content.png,p0_d1_24_style.png,p0_d1_24_candidate.png,yes,
p0_d1_25,0,1,dog,cat,685,4463,p0_d1_25_content.png,p0_d1_25_style.png,p0_d1_25_candidate.png,yes,
p0_d1_26,0,1,dog,cat,6224,4168,p0_d1_26_content.png,p0_d1_26_style.png,p0_d1_26_candidate.png,yes,
p0_d1_27,0,1,dog,cat,7041,3383,p0_d1_27_content.png,p0_d1_27_style.png,p0_d1_27_candidate.png,yes,
p0_d1_28,0,1,dog,cat,4570,632,p0_d1_28_content.png,p0_d1_28_style.png,p0_d1_28_candidate.png,yes,
p0_d1_29,0,1,dog,cat,2623,391,p0_d1_29_content.png,p0_d1_29_style.png,p0_d1_29_candidate.png,yes,
p0_d1_30,0,1,dog,cat,6358,6490,p0_d1_30_content.png,p0_d1_30_style.png,p0_d1_30_candidate.png,yes,
p0_d1_31,0,1,dog,cat,4953,1263,p0_d1_31_content.png,p0_d1_31_style.png,p0_d1_31_candidate.png,yes,
p0_d1_32,0,1,dog,cat,1095,677,p0_d1_32_content.png,p0_d1_32_style.png,p0_d1_32_candidate.png,yes,
p0_d1_33,0,1,dog,cat,2766,365,p0_d1_33_content.png,p0_d1_33_style.png,p0_d1_33_candidate.png,yes,
p0_d1_34,0,1,dog,cat,2458,1370,p0_d1_34_content.png,p0_d1_34_style.png,p0_d1_34_candidate.png,yes,
p0_d1_35,0,1,dog,cat,5701,979,p0_d1_35_content.png,p0_d1_35_style.png,p0_d1_35_candidate.png,yes,
p0_d1_36,0,1,dog,cat,5332,791,p0_d1_36_content.png,p0_d1_36_style.png,p0_d1_36_candidate.png,yes,
p0_d1_37,0,1,dog,cat,6414,6952,p0_d1_37_content.png,p0_d1_37_style.png,p0_d1_37_candidate.png,yes,
p0_d1_38,0,1,dog,cat,7474,2754,p0_d1_38_content.png,p0_d1_38_style.png,p0_d1_38_candidate.png,yes,
p0_d1_39,0,1,dog,cat,2950,2028,p0_d1_39_content.png,p0_d1_39_style.png,p0_d1_39_candidate.png,yes,
p1_d0_00,1,0,deer,horse,3994,4731,p1_d0_00_content.png,p1_d0_00_style.png,p1_d0_00_candidate.png,yes,
p1_d0_01,1,0,deer,horse,1111,2958,p1_d0_01_content.png,p1_d0_01_style.png,p1_d0_01_candidate.png,yes,
p1_d0_02,1,0,deer,horse,5077,3418,p1_d0_02_content.png,p1_d0_02_style.png,p1_d0_02_candidate.png,yes,
p1_d0_03,1,0,deer,horse,5213,4341,p1_d0_03_content.png,p1_d0_03_style.png,p1_d0_03_candidate.png,yes,
p1_d0_04,1,0,deer,horse,691,7726,p1_d0_04_content.png,p1_d0_04_style.png,p1_d0_04_candidate.png,yes,
p1_d0_05,1,0,deer,horse,7940,5729,p1_d0_05_content.png,p1_d0_05_style.png,p1_d0_05_candidate.png,yes,
p1_d0_06,1,0,deer,horse,6288,3844,p1_d0_06_content.png,p1_d0_06_style.png,p1_d0_06_candidate.png,yes,
p1_d0_07,1,0,deer,horse,7692,3292,p1_d0_07_content.png,p1_d0_07_style.png,p1_d0_07_candidate.png,no,severe artifacts
p1_d0_08,1,0,deer,horse,5467,4254,p1_d0_08_content.png,p1_d0_08_style.png,p1_d0_08_candidate.png,yes,
p1_d0_09,1,0,deer,horse,1211,3191,p1_d0_09_content.png,p1_d0_09_style.png,p1_d0_09_candidate.png,yes,
p1_d0_10,1,0,deer,horse,7944,2003,p1_d0_10_content.png,p1_d0_10_style.png,p1_d0_10_candidate.png,no,severe artifacts
p1_d0_11,1,0,deer,horse,506,3777,p1_d0_11_content.png,p1_d0_11_style.png,p1_d0_11_candidate.png,yes,
p1_d0_12,1,0,deer,horse,2898,2676,p1_d0_12_content.png,p1_d0_12_style.png,p1_d0_12_candidate.png,yes,
p1_d0_13,1,0,deer,horse,6033,449,p1_d0_13_content.png,p1_d0_13_style.png,p1_d0_13_candidate.png,no,severe artifacts
p1_d0_14,1,0,deer,horse,766,2610,p1_d0_14_content.png,p1_d0_14_style.png,p1_d0_14_candidate.png,yes,
p1_d0_15,1,0,deer,horse,5556,5082,p1_d0_15_content.png,p1_d0_15_style.png,p1_d0_15_candidate.png,yes,
p1_d0_16,1,0,deer,horse,5062,1534,p1_d0_16_content.png,p1_d0_16_style.png,p1_d0_16_candidate.png,yes,
p1_d0_17,1,0,deer,horse,1124,3779,p1_d0_17_content.png,p1_d0_17_style.png,p1_d0_17_candidate.png,no,content outline not recognizable
p1_d0_18,1,0,deer,horse,7475,7555,p1_d0_18_content.png,p1_d0_18_style.png,p1_d0_18_candidate.png,yes,
p1_d0_19,1,0,deer,horse,3891,4011,p1_d0_19_content.png,p1_d0_19_style.png,p1_d0_19_candidate.png,yes,
p1_d0_20,1,0,deer,horse,3512,4093,p1_d0_20_content.png,p1_d0_20_style.png,p1_d0_20_candidate.png,no,severe artifacts
p1_d0_21,1,0,deer,horse,1429,890,p1_d0_21_content.png,p1_d0_21_style.png,p1_d0_21_candidate.png,no,content outline not recognizable
p1_d0_22,1,0,deer,horse,855,964,p1_d0_22_content.png,p1_d0_22_style.png,p1_d0_22_candidate.png,yes,
p1_d0_23,1,0,deer,horse,5135,5857,p1_d0_23_content.png,p1_d0_23_style.png,p1_d0_23_candidate.png,yes,
p1_d0_24,1,0,deer,horse,5623,977,p1_d0_24_content.png,p1_d0_24_style.png,p1_d0_24_candidate.png,yes,
p1_d0_25,1,0,deer,horse,4642,4754,p1_d0_25_content.png,p1_d0_25_style.png,p1_d0_25_candidate.png,yes,
p1_d0_26,1,0,deer,horse,3287,3515,p1_d0_26_content.png,p1_d0_26_style.png,p1_d0_26_candidate.png,yes,
p1_d0_27,1,0,deer,horse,6508,929,p1_d0_27_content.png,p1_d0_27_style.png,p1_d0_27_candidate.png,yes,
p1_d0_28,1,0,deer,horse,3034,920,p1_d0_28_content.png,p1_d0_28_style.png,p1_d0_28_candidate.png,yes,
p1_d0_29,1,0,deer,horse,6097,545,p1_d0_29_content.png,p1_d0_29_style.png,p1_d0_29_candidate.png,yes,
p1_d0_30,1,0,deer,horse,3365,873,p1_d0_30_content.png,p1_d0_30_style.png,p1_d0_30_candidate.png,yes,
p1_d0_31,1,0,deer,horse,3458,7338,p1_d0_31_content.png,p1_d0_31_style.png,p1_d0_31_candidate.png,yes,
p1_d0_32,1,0,deer,horse,4629,7781,p1_d0_32_content.png,p1_d0_32_style.png,p1_d0_32_candidate.png,yes,
p1_d0_33,1,0,deer,horse,3763,5580,p1_d0_33_content.png,p1_d0_33_style.png,p1_d0_33_candidate.png,yes,
p1_d0_34,1,0,deer,horse,6528,5858,p1_d0_34_content.png,p1_d0_34_style.png,p1_d0_34_candidate.png,yes,
p1_d0_35,1,0,deer,horse,7610,4827,p1_d0_35_content.png,p1_d0_35_style.png,p1_d0_35_candidate.png,yes,
p1_d0_36,1,0,deer,horse,3078,7600,p1_d0_36_content.png,p1_d0_36_style.png,p1_d0_36_candidate.png,yes,
p1_d0_37,1,0,deer,horse,2757,7108,p1_d0_37_content.png,p1_d0_37_style.png,p1_d0_37_candidate.png,yes,
p1_d0_38,1,0,deer,horse,2399,3494,p1_d0_38_content.png,p1_d0_38_style.png,p1_d0_38_candidate.png,yes,
p1_d0_39,1,0,deer,horse,5789,6713,p1_d0_39_content.png,p1_d0_39_style.png,p1_d0_39_candidate.png,yes,
p1_d1_00,1,1,horse,deer,4093,5789,p1_d1_00_content.png,p1_d1_00_style.png,p1_d1_00_candidate.png,yes,
p1_d1_01,1,1,horse,deer,5082,4740,p1_d1_01_content.png,p1_d1_01_style.png,p1_d1_01_candidate.png,yes,
p1_d1_02,1,1,horse,deer,4827,7475,p1_d1_02_content.png,p1_d1_02_style.png,p1_d1_02_candidate.png,yes,
p1_d1_03,1,1,horse,deer,4254,2757,p1_d1_03_content.png,p1_d1_03_style.png,p1_d1_03_candidate.png,yes,
p1_d1_04,1,1,horse,deer,3191,1124,p1_d1_04_content.png,p1_d1_04_style.png,p1_d1_04_candidate.png,no,severe artifacts
p1_d1_05,1,1,horse,deer,6713,506,p1_d1_05_content.png,p1_d1_05_style.png,p1_d1_05_candidate.png,yes,
p1_d1_06,1,1,horse,deer,977,1111,p1_d1_06_content.png,p1_d1_06_style.png,p1_d1_06_candidate.png,yes,
p1_d1_07,1,1,horse,deer,4746,5402,p1_d1_07_content.png,p1_d1_07_style.png,p1_d1_07_candidate.png,yes,
p1_d1_08,1,1,horse,deer,7338,6288,p1_d1_08_content.png,p1_d1_08_style.png,p1_d1_08_candidate.png,yes,
p1_d1_09,1,1,horse,deer,5580,4642,p1_d1_09_content.png,p1_d1_09_style.png,p1_d1_09_candidate.png,yes,
p1_d1_10,1,1,horse,deer,5382,855,p1_d1_10_content.png,p1_d1_10_style.png,p1_d1_10_candidate.png,yes,
p1_d1_11,1,1,horse,deer,3515,3034,p1_d1_11_content.png,p1_d1_11_style.png,p1_d1_11_candidate.png,yes,
p1_d1_12,1,1,horse,deer,4731,5623,p1_d1_12_content.png,p1_d1_12_style.png,p1_d1_12_candidate.png,yes,
p1_d1_13,1,1,horse,deer,4754,3891,p1_d1_13_content.png,p1_d1_13_style.png,p1_d1_13_candidate.png,yes,
p1_d1_14,1,1,horse,deer,2676,3365,p1_d1_14_content.png,p1_d1_14_style.png,p1_d1_14_candidate.png,yes,
p1_d1_15,1,1,horse,deer,4341,766,p1_d1_15_content.png,p1_d1_15_style.png,p1_d1_15_candidate.png,yes,
p1_d1_16,1,1,horse,deer,3962,7864,p1_d1_16_content.png,p1_d1_16_style.png,p1_d1_16_candidate.png,yes,
p1_d1_17,1,1,horse,deer,3777,2399,p1_d1_17_content.png,p1_d1_17_style.png,p1_d1_17_candidate.png,yes,
p1_d1_18,1,1,horse,deer,3844,5213,p1_d1_18_content.png,p1_d1_18_style.png,p1_d1_18_candidate.png,yes,
p1_d1_19,1,1,horse,deer,1667,171,p1_d1_19_content.png,p1_d1_19_style.png,p1_d1_19_candidate.png,yes,
p1_d1_20,1,1,horse,deer,7781,3458,p1_d1_20_content.png,p1_d1_20_style.png,p1_d1_20_candidate.png,yes,
p1_d1_21,1,1,horse,deer,7996,7944,p1_d1_21_content.png,p1_d1_21_style.png,p1_d1_21_candidate.png,no,severe artifacts
p1_d1_22,1,1,horse,deer,5408,2898,p1_d1_22_content.png,p1_d1_22_style.png,p1_d1_22_candidate.png,yes,
p1_d1_23,1,1,horse,deer,4411,5062,p1_d1_23_content.png,p1_d1_23_style.png,p1_d1_23_candidate.png,no,severe artifacts
p1_d1_24,1,1,horse,deer,6381,3179,p1_d1_24_content.png,p1_d1_24_style.png,p1_d1_24_candidate.png,yes,
p1_d1_25,1,1,horse,deer,873,3512,p1_d1_25_content.png,p1_d1_25_style.png,p1_d1_25_candidate.png,yes,
p1_d1_26,1,1,horse,deer,1534,5077,p1_d1_26_content.png,p1_d1_26_style.png,p1_d1_26_candidate.png,yes,
p1_d1_27,1,1,horse,deer,4620,5135,p1_d1_27_content.png,p1_d1_27_style.png,p1_d1_27_candidate.png,yes,
p1_d1_28,1,1,horse,deer,7108,7940,p1_d1_28_content.png,p1_d1_28_style.png,p1_d1_28_candidate.png,yes,
p1_d1_29,1,1,horse,deer,7779,7692,p1_d1_29_content.png,p1_d1_29_style.png,p1_d1_29_candidate.png,yes,
p1_d1_30,1,1,horse,deer,3779,3122,p1_d1_30_content.png,p1_d1_30_style.png,p1_d1_30_candidate.png,yes,
p1_d1_31,1,1,horse,deer,3292,691,p1_d1_31_content.png,p1_d1_31_style.png,p1_d1_31_candidate.png,yes,
p1_d1_32,1,1,horse,deer,920,7610,p1_d1_32_content.png,p1_d1_32_style.png,p1_d1_32_candidate.png,yes,
p1_d1_33,1,1,horse,deer,2003,6528,p1_d1_33_content.png,p1_d1_33_style.png,p1_d1_33_candidate.png,yes,
p1_d1_34,1,1,horse,deer,929,6508,p1_d1_34_content.png,p1_d1_34_style.png,p1_d1_34_candidate.png,yes,
p1_d1_35,1,1,horse,deer,4011,1960,p1_d1_35_content.png,p1_d1_35_style.png,p1_d1_35_candidate.png,yes,
p1_d1_36,1,1,horse,deer,2958,3078,p1_d1_36_content.png,p1_d1_36_style.png,p1_d1_36_candidate.png,yes,
p1_d1_37,1,1,horse,deer,449,1211,p1_d1_37_content.png,p1_d1_37_style.png,p1_d1_37_candidate.png,yes,
p1_d1_38,1,1,horse,deer,7555,6033,p1_d1_38_content.png,p1_d1_38_style.png,p1_d1_38_candidate.png,yes,
p1_d1_39,1,1,horse,deer,890,1266,p1_d1_39_content.png,p1_d1_39_style.png,p1_d1_39_candidate.png,no,severe artifacts
p2_d0_00,2,0,car,truck,714,4723,p2_d0_00_content.png,p2_d0_00_style.png,p2_d0_00_candidate.png,yes,
p2_d0_01,2,0,car,truck,1202,2167,p2_d0_01_content.png,p2_d0_01_style.png,p2_d0_01_candidate.png,yes,
p2_d0_02,2,0,car,truck,4065,6931,p2_d0_02_content.png,p2_d0_02_style.png,p2_d0_02_candidate.png,yes,
p2_d0_03,2,0,car,truck,5512,7544,p2_d0_03_content.png,p2_d0_03_style.png,p2_d0_03_candidate.png,no,severe artifacts
p2_d0_04,2,0,car,truck,5756,603,p2_d0_04_content.png,p2_d0_04_style.png,p2_d0_04_candidate.png,yes,
p2_d0_05,2,0,car,truck,35,852,p2_d0_05_content.png,p2_d0_05_style.png,p2_d0_05_candidate.png,yes,
p2_d0_06,2,0,car,truck,981,2414,p2_d0_06_content.png,p2_d0_06_style.png,p2_d0_06_candidate.png,yes,
p2_d0_07,2,0,car,truck,6503,5981,p2_d0_07_content.png,p2_d0_07_style.png,p2_d0_07_candidate.png,yes,
p2_d0_08,2,0,car,truck,5333,5788,p2_d0_08_content.png,p2_d0_08_style.png,p2_d0_08_candidate.png,yes,
p2_d0_09,2,0,car,truck,317,5301,p2_d0_09_content.png,p2_d0_09_style.png,p2_d0_09_candidate.png,yes,
p2_d0_10,2,0,car,truck,1520,2351,p2_d0_10_content.png,p2_d0_10_style.png,p2_d0_10_candidate.png,yes,
p2_d0_11,2,0,car,truck,49,3942,p2_d0_11_content.png,p2_d0_11_style.png,p2_d0_11_candidate.png,yes,
p2_d0_12,2,0,car,truck,409,7266,p2_d0_12_content.png,p2_d0_12_style.png,p2_d0_12_candidate.png,yes,
p2_d0_13,2,0,car,truck,6332,2655,p2_d0_13_content.png,p2_d0_13_style.png,p2_d0_13_candidate.png,yes,
p2_d0_14,2,0,car,truck,7084,1411,p2_d0_14_content.png,p2_d0_14_style.png,p2_d0_14_candidate.png,yes,
p2_d0_15,2,0,car,truck,6692,4094,p2_d0_15_content.png,p2_d0_15_style.png,p2_d0_15_candidate.png,yes,
p2_d0_16,2,0,car,truck,6354,7752,p2_d0_16_content.png,p2_d0_16_style.png,p2_d0_16_candidate.png,yes,
p2_d0_17,2,0,car,truck,3454,1468,p2_d0_17_content.png,p2_d0_17_style.png,p2_d0_17_candidate.png,yes,
p2_d0_18,2,0,car,truck,2502,1022,p2_d0_18_content.png,p2_d0_18_style.png,p2_d0_18_candidate.png,yes,
p2_d0_19,2,0,car,truck,483,7047,p2_d0_19_content.png,p2_d0_19_style.png,p2_d0_19_candidate.png,yes,
p2_d0_20,2,0,car,truck,3755,7380,p2_d0_20_content.png,p2_d0_20_style.png,p2_d0_20_candidate.png,yes,
p2_d0_21,2,0,car,truck,5677,1430,p2_d0_21_content.png,p2_d0_21_style.png,p2_d0_21_candidate.png,yes,
p2_d0_22,2,0,car,truck,1839,191,p2_d0_22_content.png,p2_d0_22_style.png,p2_d0_22_candidate.png,yes,
p2_d0_23,2,0,car,truck,5183,3318,p2_d0_23_content.png,p2_d0_23_style.png,p2_d0_23_candidate.png,yes,
p2_d0_24,2,0,car,truck,4735,1836,p2_d0_24_content.png,p2_d0_24_style.png,p2_d0_24_candidate.png,yes,
p2_d0_25,2,0,car,truck,1586,3996,p2_d0_25_content.png,p2_d0_25_style.png,p2_d0_25_candidate.png,no,content outline not recognizable
p2_d0_26,2,0,car,truck,6271,5452,p2_d0_26_content.png,p2_d0_26_style.png,p2_d0_26_candidate.png,yes,
p2_d0_27,2,0,car,truck,5824,1654,p2_d0_27_content.png,p2_d0_27_style.png,p2_d0_27_candidate.png,yes,
p2_d0_28,2,0,car,truck,1814,5851,p2_d0_28_content.png,p2_d0_28_style.png,p2_d0_28_candidate.png,yes,
p2_d0_29,2,0,car,truck,7425,239,p2_d0_29_content.png,p2_d0_29_style.png,p2_d0_29_candidate.png,yes,
p2_d0_30,2,0,car,truck,5218,805,p2_d0_30_content.png,p2_d0_30_style.png,p2_d0_30_candidate.png,no,severe artifacts
p2_d0_31,2,0,car,truck,3067,419,p2_d0_31_content.png,p2_d0_31_style.png,p2_d0_31_candidate.png,yes,
p2_d0_32,2,0,car,truck,3024,5915,p2_d0_32_content.png,p2_d0_32_style.png,p2_d0_32_candidate.png,yes,
p2_d0_33,2,0,car,truck,6244,5360,p2_d0_33_content.png,p2_d0_33_style.png,p2_d0_33_candidate.png,yes,
p2_d0_34,2,0,car,truck,5030,2114,p2_d0_34_content.png,p2_d0_34_style.png,p2_d0_34_candidate.png,yes,
p2_d0_35,2,0,car,truck,4921,5284,p2_d0_35_content.png,p2_d0_35_style.png,p2_d0_35_candidate.png,yes,
p2_d0_36,2,0,car,truck,6616,7995,p2_d0_36_content.png,p2_d0_36_style.png,p2_d0_36_candidate.png,yes,
p2_d0_37,2,0,car,truck,6264,7938,p2_d0_37_content.png,p2_d0_37_style.png,p2_d0_37_candidate.png,yes,
p2_d0_38,2,0,car,truck,5395,2011,p2_d0_38_content.png,p2_d0_38_style.png,p2_d0_38_candidate.png,yes,
p2_d0_39,2,0,car,truck,2082,4449,p2_d0_39_content.png,p2_d0_39_style.png,p2_d0_39_candidate.png,yes,
p2_d1_00,2,1,truck,car,2414,317,p2_d1_00_content.png,p2_d1_00_style.png,p2_d1_00_candidate.png,yes,
p2_d1_01,2,1,truck,car,7544,3163,p2_d1_01_content.png,p2_d1_01_style.png,p2_d1_01_candidate.png,yes,
p2_d1_02,2,1,truck,car,5981,7084,p2_d1_02_content.png,p2_d1_02_style.png,p2_d1_02_candidate.png,no,severe artifacts
p2_d1_03,2,1,truck,car,5452,5824,p2_d1_03_content.png,p2_d1_03_style.png,p2_d1_03_candidate.png,yes,
p2_d1_04,2,1,truck,car,4723,5677,p2_d1_04_content.png,p2_d1_04_style.png,p2_d1_04_candidate.png,yes,
p2_d1_05,2,1,truck,car,2114,1839,p2_d1_05_content.png,p2_d1_05_style.png,p2_d1_05_candidate.png,yes,
p2_d1_06,2,1,truck,car,5590,714,p2_d1_06_content.png,p2_d1_06_style.png,p2_d1_06_candidate.png,no,severe artifacts
p2_d1_07,2,1,truck,car,1515,35,p2_d1_07_content.png,p2_d1_07_style.png,p2_d1_07_candidate.png,yes,
p2_d1_08,2,1,truck,car,603,5318,p2_d1_08_content.png,p2_d1_08_style.png,p2_d1_08_candidate.png,yes,
